Auction Type,Auction ID,Lot Number,Estimate,Sale,Emperor,Denomination,Diameter,Weight,Orientation,Mint,RIC,Grade,Broad Flan,Lusterous,Toned,Attractively Toned,Cabinet Toning,Quality Portrait,Rare,Centered,Off Center,Marks,Deposits,Flan Flaw,Hairlines,Die Break,Surface Flaws,Roughness,Tooled,Die Rust,Corrosion,Porosity,Scratches,Edge Test,Surface Test,Edge Splits,PVC Residue,Weak Strike,Edge Chip
PA,CNG 100,Lot: 1895,400,800,Marcus Aurelius,Denarius,NA,NA,NA,NA,RIC III 409,Superb EF,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 99,Lot: 653,300,1000,Marcus Aurelius,Denarius,NA,NA,NA,NA,RIC III 4,EF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XVIII,Lot: 1119,500,650,Marcus Aurelius,Denarius,NA,NA,NA,NA,RIC III 62,Superb EF,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XVIII,Lot: 1120,500,650,Marcus Aurelius,Denarius,NA,NA,NA,NA,RIC III 62,Superb EF,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XVIII,Lot: 1121,500,650,Marcus Aurelius,Denarius,NA,NA,NA,NA,RIC III 251,EF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XVII,Lot: 717,500,800,Marcus Aurelius,Denarius,NA,NA,NA,NA,RIC III 35,Choice EF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XVII,Lot: 720,300,900,Marcus Aurelius,Denarius,NA,NA,NA,NA,RIC III 409,EF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 90,Lot: 1570,300,450,Marcus Aurelius,Denarius,NA,NA,NA,NA,RIC III 138,EF,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 90,Lot: 1567,300,425,Marcus Aurelius,Denarius,NA,NA,NA,NA,RIC III 2,EF,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XIV,Lot: 729,500,320,Marcus Aurelius,Denarius,NA,NA,NA,NA,RIC III 51,Superb EF,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XIV,Lot: 731,500,700,Marcus Aurelius,Denarius,NA,NA,NA,NA,RIC III 443,EF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 85,Lot: 925,500,650,Marcus Aurelius,Denarius,NA,NA,NA,NA,RIC III 170,Superb EF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 85,Lot: 922,500,550,Marcus Aurelius,Denarius,NA,NA,NA,NA,RIC III 35,Superb EF,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 85,Lot: 73,300,410,Marcus Aurelius,Denarius,NA,NA,NA,NA,RIC III 81,EF,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 82,Lot: 1020,300,500,Marcus Aurelius,Denarius,NA,NA,NA,NA,RIC III 35,Superb EF,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 82,Lot: 1021,300,600,Marcus Aurelius,Denarius,NA,NA,NA,NA,RIC III 73,Superb EF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 81,Lot: 1041,200,200,Marcus Aurelius,Denarius,NA,NA,NA,NA,RIC III 289,EF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0 
PA,Triton XII,Lot: 638,500,725,Marcus Aurelius,Denarius,NA,NA,NA,NA,RIC III 360,Good VF,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0 
PA,CNG 79,Lot: 1119,300,220,Marcus Aurelius,Denarius,NA,NA,NA,NA,RIC III 22,EF,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 79,Lot: 1123,300,650,Marcus Aurelius,Denarius,NA,NA,NA,NA,RIC III 443,Good VF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0 
PA,CNG 76,Lot: 1489,300,300,Marcus Aurelius,Denarius,NA,NA,NA,NA,RIC III 35,Superb EF,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 76,Lot: 1492,200,120,Marcus Aurelius,Denarius,NA,NA,NA,NA,RIC III 59,EF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 76,Lot: 1495,200,130,Marcus Aurelius,Denarius,NA,NA,NA,NA,RIC III 170,EF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 72,Lot: 1547,200,275,Marcus Aurelius,Denarius,NA,NA,NA,NA,RIC III 14,EF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 72,Lot: 1549,150,150,Marcus Aurelius,Denarius,NA,NA,NA,NA,RIC III 185,EF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton VII,Lot: 983,300,325,Marcus Aurelius,Denarius,NA,NA,NA,NA,RIC III 178,Superb EF,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 64,Lot: 1099,150,135,Marcus Aurelius,Denarius,NA,NA,NA,NA,RIC III 35,Good VF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 64,Lot: 1100,150,200,Marcus Aurelius,Denarius,NA,NA,NA,NA,RIC III 50,Good VF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 64,Lot: 1101,150,180,Marcus Aurelius,Denarius,NA,NA,NA,NA,RIC III 59,Good VF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 64,Lot: 1102,200,275,Marcus Aurelius,Denarius,NA,NA,NA,NA,RIC III 81,Good VF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 64,Lot: 1103,200,360,Marcus Aurelius,Denarius,NA,NA,NA,NA,RIC III 91,EF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 64,Lot: 1104,200,250,Marcus Aurelius,Denarius,NA,NA,NA,NA,RIC III 132,EF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 64,Lot: 1105,200,375,Marcus Aurelius,Denarius,NA,NA,NA,NA,RIC III 178,EF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 60,Lot: 1708,150,250,Marcus Aurelius,Denarius,NA,NA,NA,NA,RIC III 170,EF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 60,Lot: 1710,100,65,Marcus Aurelius,Denarius,NA,NA,NA,NA,RIC III 325,VF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XXII,Lot: 1107,5000,5000,Marcus Aurelius,Aureus,NA,NA,NA,NA,RIC III 180,EF,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0 
PA,Triton XXII,Lot: 1108,5000,6000,Marcus Aurelius,Aureus,NA,NA,NA,NA,RIC III 194,EF,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 108,Lot: 641,5000,6500,Marcus Aurelius,Aureus,NA,NA,NA,NA,RIC III 137,EF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XXI,Lot: 771,10000,11000,Marcus Aurelius,Aureus,NA,NA,NA,NA,RIC III 160,EF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 106,Lot: 771,15000,13000,Marcus Aurelius,Aureus,NA,NA,NA,NA,RIC III 362,Good VF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 106,Lot: 767,3000,3000,Marcus Aurelius,Aureus,NA,NA,NA,NA,RIC III 98,Good VF,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XX,Lot: 760,20000,20000,Marcus Aurelius,Aureus,NA,NA,NA,NA,RIC III 362,Good VF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 102,Lot: 992,5000,4500,Marcus Aurelius,Aureus,NA,NA,NA,NA,RIC III 75,Good VF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 102,Lot: 991,5000,4750,Marcus Aurelius,Aureus,NA,NA,NA,NA,RIC III 56,EF,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XIX,Lot: 565,5000,4000,Marcus Aurelius,Aureus,NA,NA,NA,NA,RIC III 44,VF,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XIX,Lot: 566,7500,7500,Marcus Aurelius,Aureus,NA,NA,NA,NA,RIC III 77,EF,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XIX,Lot: 567,5000,4500,Marcus Aurelius,Aureus,NA,NA,NA,NA,RIC III 77,Good VF,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XIX,Lot: 568,7500,8500,Marcus Aurelius,Aureus,NA,NA,NA,NA,RIC III –,EF,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XIX,Lot: 569,7500,14000,Marcus Aurelius,Aureus,NA,NA,NA,NA,RIC III 133,EF,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XIX,Lot: 570,20000,15500,Marcus Aurelius,Aureus,NA,NA,NA,NA,RIC III 319,Choice EF,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XIX,Lot: 571,20000,25000,Marcus Aurelius,Aureus,NA,NA,NA,NA,RIC III 389,Superb EF,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 100,Lot: 1892,10000,9000,Marcus Aurelius,Aureus,NA,NA,NA,NA,RIC III 44,EF,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 99,Lot: 655,10000,12000,Marcus Aurelius,Aureus,NA,NA,NA,NA,RIC III 75,EF,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 99,Lot: 654,7500,6500,Marcus Aurelius,Aureus,NA,NA,NA,NA,RIC III 54,EF,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 97,Lot: 671,15000,18000,Marcus Aurelius,Aureus,NA,NA,NA,NA,RIC III 201,Superb EF,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XVII,Lot: 718,5000,7500,Marcus Aurelius,Aureus,NA,NA,NA,NA,RIC III 77,EF,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 93,Lot: 1177,10000,7000,Marcus Aurelius,Aureus,NA,NA,NA,NA,RIC III 137,Good VF,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 90,Lot: 1571,7500,7000,Marcus Aurelius,Aureus,NA,NA,NA,NA,RIC III 194,EF,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 90,Lot: 1566,5000,7500,Marcus Aurelius,Aureus,NA,NA,NA,NA,RIC III 9,Good VF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XV,Lot: 1531,20000,25000,Marcus Aurelius,Aureus,NA,NA,NA,NA,RIC III 389,Superb EF,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 88,Lot: 1341,5000,7000,Marcus Aurelius,Aureus,NA,NA,NA,NA,RIC III 137,Good VF,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XIV,Lot: 730,4000,4750,Marcus Aurelius,Aureus,NA,NA,NA,NA,RIC III 90,Good VF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0 
PA,CNG 85,Lot: 924,5000,5500,Marcus Aurelius,Aureus,NA,NA,NA,NA,RIC III 174,Good VF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 85,Lot: 923,3000,3700,Marcus Aurelius,Aureus,NA,NA,NA,NA,RIC III 160,VF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 85,Lot: 72,5000,5500,Antoninus Pius,Aureus,NA,NA,NA,NA,RIC III 86,Good VF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XII,Lot: 634,5000,9000,Marcus Aurelius,Aureus,NA,NA,NA,NA,RIC III 90,EF,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XII,Lot: 635,15000,17000,Marcus Aurelius,Aureus,NA,NA,NA,NA,RIC III 160,Superb EF,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XII,Lot: 637,10000,10500,Marcus Aurelius,Aureus,NA,NA,NA,NA,RIC III 295,EF,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0 
PA,Triton XII,Lot: 639,20000,16000,Marcus Aurelius,Aureus,NA,NA,NA,NA,RIC III 389,Superb EF,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 79,Lot: 1120,5000,6000,Marcus Aurelius,Aureus,NA,NA,NA,NA,RIC III 77,EF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 78,Lot: 1790,5000,5500,Marcus Aurelius,Aureus,NA,NA,NA,NA,RIC III 20,Good VF,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XI,Lot: 941,15000,19000,Marcus Aurelius,Aureus,NA,NA,NA,NA,RIC III 56,Superb EF,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XI,Lot: 942,7500,11000,Marcus Aurelius,Aureus,NA,NA,NA,NA,RIC III 74,EF,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 76,Lot: 3323,2000,5310,Marcus Aurelius,Aureus,NA,NA,NA,NA,RIC III 128,VF,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 70,Lot: 1032,5000,4500,Marcus Aurelius,Aureus,NA,NA,NA,NA,RIC III 180,EF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton VII,Lot: 981,1500,2200,Marcus Aurelius,Aureus,NA,NA,NA,NA,RIC III 20,Good VF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton VII,Lot: 982,7500,6000,Marcus Aurelius,Aureus,NA,NA,NA,NA,RIC III 136,Superb EF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 61,Lot: 1816,4000,3200,Marcus Aurelius,Aureus,NA,NA,NA,NA,RIC III 189,EF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 60,Lot: 1707,500,500,Marcus Aurelius,Aureus,NA,NA,NA,NA,RIC III 189,Fine,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XX,Lot: 755,750,600,Antoninus Pius,Denarius,NA,NA,NA,NA,RIC III 438,Choice EF,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 103,Lot: 700,200,300,Antoninus Pius,Denarius,NA,NA,NA,NA,RIC III 470,Choice EF,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 103,Lot: 699,150,300,Antoninus Pius,Denarius,NA,NA,NA,NA,RIC III 437,EF,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 99,Lot: 652,500,500,Antoninus Pius,Denarius,NA,NA,NA,NA,RIC III 446,EF,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0 
PA,CNG 93,Lot: 1176,200,260,Antoninus Pius,Denarius,NA,NA,NA,NA,RIC III 461,EF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 90,Lot: 1565,500,575,Antoninus Pius,Denarius,NA,NA,NA,NA,RIC III 429,Superb EF,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 90,Lot: 1564,300,450,Antoninus Pius,Denarius,NA,NA,NA,NA,RIC III 422,EF,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 85,Lot: 921,750,1900,Antoninus Pius,Denarius,NA,NA,NA,NA,RIC III 444,FDC,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 82,Lot: 1019,300,400,Marcus Aurelius,Denarius,NA,NA,NA,NA,RIC III 424,EF,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0 
PA,CNG 81,Lot: 1038,300,300,Antoninus Pius,Denarius,NA,NA,NA,NA,RIC III 466,EF,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 81,Lot: 1039,300,365,Antoninus Pius,Denarius,NA,NA,NA,NA,RIC III 433,EF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 76,Lot: 1487,200,200,Antoninus Pius,Denarius,NA,NA,NA,NA,RIC III 423,EF,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 72,Lot: 1545,300,390,Marcus Aurelius,Denarius,NA,NA,NA,NA,RIC III 444,EF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 67,Lot: 1558,200,260,Marcus Aurelius,Denarius,NA,NA,NA,NA,RIC III 424,EF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 64,Lot: 1098,150,200,Marcus Aurelius,Denarius,NA,NA,NA,NA,RIC III 483,Good VF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XXII,Lot: 1104,10000,6500,Antoninus Pius,Aureus,NA,NA,NA,NA,RIC III 422,Good VF,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XXII,Lot: 1105,10000,12000,Antoninus Pius,Aureus,NA,NA,NA,NA,RIC III 427,Choice EF,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 109,Lot: 672,7500,7500,Antoninus Pius,Aureus,NA,NA,NA,NA,RIC III 440,EF,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 108,Lot: 638,10000,10000,Antoninus Pius,Aureus,NA,NA,NA,NA,RIC III 432,EF,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XXI,Lot: 769,7500,8000,Antoninus Pius,Aureus,NA,NA,NA,NA,RIC III 445,EF,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 106,Lot: 766,10000,7500,Antoninus Pius,Aureus,NA,NA,NA,NA,RIC III 445,EF,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 106,Lot: 765,5000,4500,Antoninus Pius,Aureus,NA,NA,NA,NA,RIC III 434,VF,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 106,Lot: 764,7500,5500,Antoninus Pius,Aureus,NA,NA,NA,NA,RIC III 432,EF,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XX,Lot: 754,10000,22500,Antoninus Pius,Aureus,NA,NA,NA,NA,RIC III 435,EF,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XX,Lot: 756,5000,7250,Marcus Aurelius,Aureus,NA,NA,NA,NA,RIC III 465,EF,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XX,Lot: 757,5000,5500,Marcus Aurelius,Aureus,NA,NA,NA,NA,RIC III 469,Good VF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 103,Lot: 852,2000,2750,Antoninus Pius,Aureus,NA,NA,NA,NA,RIC III 481,VF,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 102,Lot: 990,5000,4750,Antoninus Pius,Aureus,NA,NA,NA,NA,RIC III 481,VF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 102,Lot: 989,2000,1900,Antoninus Pius,Aureus,NA,NA,NA,NA,RIC III 474,VF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 102,Lot: 988,5000,5000,Antoninus Pius,Aureus,NA,NA,NA,NA,RIC III 469,Good VF,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 102,Lot: 987,5000,4500,Antoninus Pius,Aureus,NA,NA,NA,NA,RIC III 432,Good VF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XIX,Lot: 557,5000,6000,Antoninus Pius,Aureus,NA,NA,NA,NA,RIC III 423,Good VF,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XIX,Lot: 558,7500,12000,Antoninus Pius,Aureus,NA,NA,NA,NA,RIC III 424,EF,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XIX,Lot: 559,10000,11000,Antoninus Pius,Aureus,NA,NA,NA,NA,RIC III 432,EF,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XIX,Lot: 560,10000,9000,Antoninus Pius,Aureus,NA,NA,NA,NA,RIC III 445,EF,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XIX,Lot: 561,7500,7500,Antoninus Pius,Aureus,NA,NA,NA,NA,RIC III 457,EF,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XIX,Lot: 563,5000,4750,Antoninus Pius,Aureus,NA,NA,NA,NA,RIC III 469,Good VF,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XIX,Lot: 564,7500,9000,Antoninus Pius,Aureus,NA,NA,NA,NA,RIC III 481,EF,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 100,Lot: 1891,10000,7600,Marcus Aurelius,Aureus,NA,NA,NA,NA,RIC III 481,EF,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 100,Lot: 1890,5000,4500,Antoninus Pius,Aureus,NA,NA,NA,NA,RIC III 445,VF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0 
PA,CNG 100,Lot: 1889,10000,8500,Antoninus Pius,Aureus,NA,NA,NA,NA,RIC III 423,EF,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
