Auction Type,Auction ID,Lot Number,Estimate,Sale,Emperor,Denomination,Diameter,Weight,Orientation,Mint,RIC,Grade,Broad Flan,Lusterous,Toned,Attractively Toned,Cabinet Toning,Quality Portrait,Rare,Centered,Off Center,Marks,Deposits,Flan Flaw,Hairlines,Die Break,Surface Flaws,Roughness,Tooled,Die Rust,Corrosion,Porosity,Scratches,Edge Test,Surface Test,Edge Splits,PVC Residue,Weak Strike,Edge Chip
PA,Triton XXII,Lot: 977,2000,3000,Augustus,Denarius,NA,NA,NA,NA,RIC I 51,EF,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XXII,Lot: 978,1500,2250,Augustus,Denarius,NA,NA,NA,NA,RIC I 69,EF,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XXII,Lot: 979,1000,2250,Augustus,Denarius,NA,NA,NA,NA,RIC I 86,EF,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XXII,Lot: 980,1000,2250,Augustus,Denarius,NA,NA,NA,NA,RIC I 99,EF,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XXII,Lot: 981,2000,2100,Augustus,Denarius,NA,NA,NA,NA,RIC I 102,EF,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XXII,Lot: 982,1500,2300,Augustus,Denarius,NA,NA,NA,NA,RIC I 105,EF,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XXII,Lot: 983,1000,2050,Augustus,Denarius,NA,NA,NA,NA,RIC I 167,EF,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XXII,Lot: 984,750,1500,Augustus,Denarius,NA,NA,NA,NA,RIC I 207,EF,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XXII,Lot: 986,5000,4500,Augustus,Denarius,NA,NA,NA,NA,RIC I 338,Choice EF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 109,Lot: 600,500,360,Augustus,Denarius,NA,NA,NA,NA,RIC I 475,VF,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0 
PA,CNG 109,Lot: 599,1000,800,Augustus,Denarius,NA,NA,NA,NA,RIC I 410,Good VF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 109,Lot: 598,2000,2400,Augustus,Denarius,NA,NA,NA,NA,RIC I 408,Good VF,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 109,Lot: 597,2000,7500,Augustus,Denarius,NA,NA,NA,NA,RIC I 407,EF,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 109,Lot: 596,3000,2700,Augustus,Denarius,NA,NA,NA,NA,RIC I 403,VF,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0 
PA,CNG 109,Lot: 595,1000,2000,Augustus,Denarius,NA,NA,NA,NA,RIC I 340,VF,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 109,Lot: 594,1000,1500,Augustus,Denarius,NA,NA,NA,NA,RIC I 338,EF,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1 
PA,CNG 109,Lot: 593,300,220,Augustus,Denarius,NA,NA,NA,NA,RIC I 288,Good VF,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 109,Lot: 592,1000,800,Augustus,Denarius,NA,NA,NA,NA,RIC I 288,EF,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0 
PA,CNG 109,Lot: 591,2000,2750,Augustus,Denarius,NA,NA,NA,NA,RIC I 283,EF,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 109,Lot: 590,500,300,Augustus,Denarius,NA,NA,NA,NA,RIC I 318,VF,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 109,Lot: 589,500,320,Augustus,Denarius,NA,NA,NA,NA,RIC I 300,VF,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0 
PA,CNG 109,Lot: 587,750,600,Augustus,Denarius,NA,NA,NA,NA,RIC I 207,EF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 109,Lot: 585,500,300,Augustus,Denarius,NA,NA,NA,NA,RIC I 199,VF,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 109,Lot: 583,750,800,Augustus,Denarius,NA,NA,NA,NA,RIC I 171,EF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0 
PA,CNG 109,Lot: 582,500,700,Augustus,Denarius,NA,NA,NA,NA,RIC I 165,Good VF,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 109,Lot: 581,500,425,Augustus,Denarius,NA,NA,NA,NA,RIC I 126,VF,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 109,Lot: 580,750,1100,Augustus,Denarius,NA,NA,NA,NA,RIC I 86,EF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 109,Lot: 579,500,600,Augustus,Denarius,NA,NA,NA,NA,RIC I 86,Good VF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 109,Lot: 578,500,475,Augustus,Denarius,NA,NA,NA,NA,RIC I 33,VF,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0 
PA,CNG 108,Lot: 562,1000,1100,Augustus,Denarius,NA,NA,NA,NA,RIC I 358,VF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0 
PA,CNG 108,Lot: 561,1000,1200,Augustus,Denarius,NA,NA,NA,NA,RIC I 220,EF,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 108,Lot: 559,1000,950,Augustus,Denarius,NA,NA,NA,NA,RIC I 210,EF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 108,Lot: 557,750,800,Augustus,Denarius,NA,NA,NA,NA,RIC I 40,EF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 108,Lot: 556,1500,1490,Augustus,Denarius,NA,NA,NA,NA,RIC I 40,EF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0 
PA,CNG 108,Lot: 555,3000,2750,Augustus,Denarius,NA,NA,NA,NA,RIC I 38,EF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XXI,Lot: 688,1500,2000,Augustus,Denarius,NA,NA,NA,NA,RIC I 36,Superb EF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XXI,Lot: 689,2000,1600,Augustus,Denarius,NA,NA,NA,NA,RIC I 37,EF,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XXI,Lot: 690,3000,4250,Augustus,Denarius,NA,NA,NA,NA,RIC I 167,Superb EF,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XXI,Lot: 691,1000,1300,Augustus,Denarius,NA,NA,NA,NA,RIC I 167,EF,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XXI,Lot: 693,500,750,Augustus,Denarius,NA,NA,NA,NA,RIC I 220,EF,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0 
PA,Triton XXI,Lot: 694,3000,1800,Augustus,Denarius,NA,NA,NA,NA,RIC I 403,VF,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0 
PA,CNG 106,Lot: 696,750,1300,Augustus,Denarius,NA,NA,NA,NA,RIC I 126,EF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 106,Lot: 695,500,400,Augustus,Denarius,NA,NA,NA,NA,RIC I 77,Good VF,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0 
PA,CNG 106,Lot: 694,750,900,Augustus,Denarius,NA,NA,NA,NA,RIC I 75,EF,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 106,Lot: 693,750,900,Augustus,Denarius,NA,NA,NA,NA,RIC I 37,EF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0 
PA,CNG 105,Lot: 797,1000,900,Augustus,Denarius,NA,NA,NA,NA,RIC I 516,VF,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0 
PA,CNG 105,Lot: 794,500,700,Augustus,Denarius,NA,NA,NA,NA,RIC I 416,Good VF,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 
PA,CNG 105,Lot: 793,500,3000,Augustus,Denarius,NA,NA,NA,NA,RIC I 359,Good VF,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 105,Lot: 791,500,3750,Augustus,Denarius,NA,NA,NA,NA,RIC I 142,VF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0 
PA,CNG 105,Lot: 790,750,1000,Augustus,Denarius,NA,NA,NA,NA,RIC I 4,Good VF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0 
PA,Triton XX,Lot: 624,5000,8500,Augustus,Denarius,NA,NA,NA,NA,RIC I 33,Choice EF,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XX,Lot: 625,2000,2500,Augustus,Denarius,NA,NA,NA,NA,RIC I 37,Good VF,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XX,Lot: 626,750,4000,Augustus,Denarius,NA,NA,NA,NA,RIC I 47,VF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0 
PA,Triton XX,Lot: 627,2000,1300,Augustus,Denarius,NA,NA,NA,NA,RIC I 105,EF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XX,Lot: 628,2000,2250,Augustus,Denarius,NA,NA,NA,NA,RIC I 99,Good VF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XX,Lot: 629,1000,1000,Augustus,Denarius,NA,NA,NA,NA,RIC I 115,EF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XX,Lot: 630,1000,1100,Augustus,Denarius,NA,NA,NA,NA,RIC I 167,EF,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0 
PA,Triton XX,Lot: 633,750,1500,Augustus,Denarius,NA,NA,NA,NA,RIC I 201,Good VF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XX,Lot: 634,750,5000,Augustus,Denarius,NA,NA,NA,NA,RIC I 199,Superb EF,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0 
PA,Triton XX,Lot: 636,500,600,Augustus,Denarius,NA,NA,NA,NA,RIC I 207,EF,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XX,Lot: 637,750,1000,Augustus,Denarius,NA,NA,NA,NA,RIC I 315,Good VF,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0 
PA,Triton XX,Lot: 638,750,1500,Augustus,Denarius,NA,NA,NA,NA,RIC I 359,Good VF,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0 
PA,Triton XX,Lot: 639,3000,13500,Augustus,Denarius,NA,NA,NA,NA,RIC I 520,Good VF,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0 
PA,CNG 103,Lot: 806,1000,1300,Augustus,Denarius,NA,NA,NA,NA,RIC I –,Good VF,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0 
PA,CNG 103,Lot: 805,2000,2500,Augustus,Denarius,NA,NA,NA,NA,RIC I 317,EF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 103,Lot: 804,500,500,Augustus,Denarius,NA,NA,NA,NA,RIC I 300,Good VF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0 
PA,CNG 103,Lot: 803,500,1000,Augustus,Denarius,NA,NA,NA,NA,RIC I 169,EF,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 103,Lot: 802,500,1700,Augustus,Denarius,NA,NA,NA,NA,RIC I 167,EF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0 
PA,CNG 103,Lot: 801,500,475,Augustus,Denarius,NA,NA,NA,NA,RIC I 86,Good VF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0 
PA,CNG 103,Lot: 672,500,525,Augustus,Denarius,NA,NA,NA,NA,RIC I 351,Good VF,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0 
PA,CNG 102,Lot: 845,500,525,Augustus,Denarius,NA,NA,NA,NA,RIC I 475,VF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0 
PA,CNG 102,Lot: 844,500,380,Augustus,Denarius,NA,NA,NA,NA,RIC I 475,Good VF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0 
PA,CNG 102,Lot: 842,1000,1100,Augustus,Denarius,NA,NA,NA,NA,RIC I –,Good VF,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0 
PA,CNG 102,Lot: 841,750,750,Augustus,Denarius,NA,NA,NA,NA,RIC I 288,Good VF,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 102,Lot: 838,2000,2300,Augustus,Denarius,NA,NA,NA,NA,RIC I 197,EF,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 102,Lot: 837,500,1200,Augustus,Denarius,NA,NA,NA,NA,RIC I 171,EF,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 102,Lot: 836,1000,1200,Augustus,Denarius,NA,NA,NA,NA,RIC I 167,EF,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0 
PA,CNG 102,Lot: 835,300,260,Augustus,Denarius,NA,NA,NA,NA,RIC I 150,VF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0 
PA,CNG 102,Lot: 834,1500,1400,Augustus,Denarius,NA,NA,NA,NA,RIC I 51,EF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 102,Lot: 833,3000,3500,Augustus,Denarius,NA,NA,NA,NA,RIC I 37,EF,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 102,Lot: 832,3000,2300,Augustus,Denarius,NA,NA,NA,NA,RIC I 37,EF,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XIX,Lot: 451,1000,1000,Augustus,Denarius,NA,NA,NA,NA,RIC I 7,Good VF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0 
PA,Triton XIX,Lot: 452,3000,5500,Augustus,Denarius,NA,NA,NA,NA,RIC I 33,EF,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XIX,Lot: 453,3000,5000,Augustus,Denarius,NA,NA,NA,NA,RIC I 37,EF,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XIX,Lot: 454,1000,800,Augustus,Denarius,NA,NA,NA,NA,RIC I 40,EF,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XIX,Lot: 455,5000,4750,Augustus,Denarius,NA,NA,NA,NA,RIC I 42,EF,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XIX,Lot: 456,1000,1500,Augustus,Denarius,NA,NA,NA,NA,RIC I 105,EF,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XIX,Lot: 457,1000,1300,Augustus,Denarius,NA,NA,NA,NA,RIC I 100,VF,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XIX,Lot: 458,1000,1400,Augustus,Denarius,NA,NA,NA,NA,RIC I 165,Good VF,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0 
PA,Triton XIX,Lot: 459,3000,3250,Augustus,Denarius,NA,NA,NA,NA,RIC I 171,VF,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XIX,Lot: 460,1000,800,Augustus,Denarius,NA,NA,NA,NA,RIC I 199,EF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XIX,Lot: 461,1000,1100,Augustus,Denarius,NA,NA,NA,NA,RIC I 201,Good VF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0 
PA,Triton XIX,Lot: 463,750,800,Augustus,Denarius,NA,NA,NA,NA,RIC I 207,EF,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XIX,Lot: 464,2000,1700,Augustus,Denarius,NA,NA,NA,NA,RIC I 288,Choice EF,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XIX,Lot: 465,5000,11000,Augustus,Denarius,NA,NA,NA,NA,RIC I 296,EF,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XIX,Lot: 466,1000,1200,Augustus,Denarius,NA,NA,NA,NA,RIC I 299,Good VF,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XIX,Lot: 467,3000,2750,Augustus,Denarius,NA,NA,NA,NA,RIC I 303,Good VF,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0 
PA,Triton XIX,Lot: 470,5000,4000,Augustus,Denarius,NA,NA,NA,NA,RIC I 344,EF,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0 
PA,Triton XIX,Lot: 471,3000,2400,Augustus,Denarius,NA,NA,NA,NA,RIC I 355,Good VF,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XIX,Lot: 472,5000,6500,Augustus,Denarius,NA,NA,NA,NA,RIC I 358,EF,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XIX,Lot: 473,20000,17000,Augustus,Denarius,NA,NA,NA,NA,RIC I 404,Good VF,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XIX,Lot: 474,3000,5500,Augustus,Denarius,NA,NA,NA,NA,RIC I 408,EF,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XIX,Lot: 475,15000,9000,Augustus,Denarius,NA,NA,NA,NA,RIC I 414,Good VF,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0 
PA,Triton XIX,Lot: 476,5000,12000,Augustus,Denarius,NA,NA,NA,NA,RIC I 275,EF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XIX,Lot: 477,2000,3000,Augustus,Denarius,NA,NA,NA,NA,RIC I 545,VF,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0 
PA,Triton XIX,Lot: 479,2000,2250,Augustus,Denarius,NA,NA,NA,NA,RIC I 517,VF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0 
PA,CNG 100,Lot: 1833,2000,2300,Augustus,Denarius,NA,NA,NA,NA,RIC I 540,EF,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 100,Lot: 1830,2000,1700,Augustus,Denarius,NA,NA,NA,NA,RIC I 281,EF,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 100,Lot: 1829,500,425,Augustus,Denarius,NA,NA,NA,NA,RIC I 174,Good VF,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 100,Lot: 1828,1000,1300,Augustus,Denarius,NA,NA,NA,NA,RIC I 167,EF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0 
PA,CNG 99,Lot: 588,1500,1200,Augustus,Denarius,NA,NA,NA,NA,RIC I 540,Good VF,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0 
PA,Triton XVIII,Lot: 985,750,650,Augustus,Denarius,NA,NA,NA,NA,RIC I 4,Good VF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XVIII,Lot: 987,1500,2250,Augustus,Denarius,NA,NA,NA,NA,RIC I 86,EF,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0 
PA,Triton XVIII,Lot: 988,2000,1300,Augustus,Denarius,NA,NA,NA,NA,RIC I 86,EF,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,Triton XVIII,Lot: 989,2000,2750,Augustus,Denarius,NA,NA,NA,NA,RIC I 150,EF,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0 
PA,Triton XVIII,Lot: 990,500,800,Augustus,Denarius,NA,NA,NA,NA,RIC I 171,EF,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0 
PA,Triton XVIII,Lot: 998,2000,2750,Augustus,Denarius,NA,NA,NA,NA,RIC I 410,EF,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0 
PA,CNG 97,Lot: 617,1500,2500,Augustus,Denarius,NA,NA,NA,NA,RIC I 406,Good VF,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 97,Lot: 615,1500,1800,Augustus,Denarius,NA,NA,NA,NA,RIC I 137,EF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 96,Lot: 746,500,850,Augustus,Denarius,NA,NA,NA,NA,RIC I 362,VF,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 96,Lot: 745,300,700,Augustus,Denarius,NA,NA,NA,NA,RIC I 322,Good VF,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0 
PA,CNG 96,Lot: 744,1000,800,Augustus,Denarius,NA,NA,NA,NA,RIC I 299,Good VF,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0 
PA,CNG 96,Lot: 743,500,525,Augustus,Denarius,NA,NA,NA,NA,RIC I 207,Good VF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0 
PA,CNG 96,Lot: 742,300,700,Augustus,Denarius,NA,NA,NA,NA,RIC I 207,EF,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
PA,CNG 96,Lot: 740,300,750,Augustus,Denarius,NA,NA,NA,NA,RIC I 167,Good VF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0 
